id,state,date,amount,currency_name,currency_code,from,to,description
2768700,EXECUTED,2022-12-09T10:30:47Z,31541,Yuan Renminbi,CNY,American Express 3917140279307975,Счет 67480370130234579704,Перевод организации
2779676,EXECUTED,2022-12-14T01:20:02Z,31997,Peso,PHP,null,Счет 36959393271857469011,Открытие вклада
1636392,EXECUTED,2020-10-09T13:42:51Z,32675,Hryvnia,UAH,Visa 5622320098751018,American Express 9646724948127424,Перевод с карты на карту
1220204,PENDING,2022-02-11T01:31:51Z,11686,Dollar,USD,Mastercard 4605227118045463,American Express 5253972174427993,Перевод с карты на карту
2612559,EXECUTED,2020-11-09T01:34:23Z,12505,Rupiah,IDR,Mastercard 2161735462269647,Discover 3710533858903808,Перевод с карты на карту
4220427,EXECUTED,2023-05-26T00:40:59Z,34477,Yuan Renminbi,CNY,null,Счет 27967733688093193493,Открытие вклада
2180051,EXECUTED,2021-07-13T13:44:08Z,26229,Yuan Renminbi,CNY,American Express 4987984228872591,Visa 4571058139331541,Перевод с карты на карту
3265994,EXECUTED,2021-01-04T00:40:24Z,12175,Euro,EUR,Discover 5698303813934732,Mastercard 4993499245569158,Перевод с карты на карту
2874559,CANCELED,2023-04-04T01:40:32Z,26271,Dong,VND,Счет 87857417708290551554,Счет 75937590161240188351,Перевод со счета на счет
1752261,EXECUTED,2022-03-13T06:24:13Z,16105,Yuan Renminbi,CNY,Счет 57185666036563288369,Счет 24037153264218146997,Перевод со счета на счет
3293666,EXECUTED,2021-10-21T21:27:25Z,20226,Rupiah,IDR,American Express 6878155879211457,Счет 42275872782498273368,Перевод организации
4398234,CANCELED,2022-02-07T11:16:13Z,12401,Yuan Renminbi,CNY,Visa 8558887913089962,Mastercard 3909517031900117,Перевод с карты на карту
5078913,EXECUTED,2020-05-15T20:21:44Z,26841,Real,BRL,Счет 43559796431246044450,Счет 98354868807139994886,Перевод со счета на счет
315118,EXECUTED,2022-01-24T22:14:18Z,18375,Real,BRL,American Express 2480367472994462,Mastercard 4521076609337930,Перевод с карты на карту
1405514,EXECUTED,2022-07-16T15:00:03Z,27973,Euro,EUR,American Express 1620672545542386,Discover 3537623788743996,Перевод с карты на карту
4856011,EXECUTED,2023-09-03T13:48:39Z,13736,Peso,COP,American Express 4598676860466978,Visa 6432513452624085,Перевод с карты на карту
3080997,PENDING,2020-02-18T14:48:09Z,31240,Baht,THB,null,Счет 49075406587701019462,Открытие вклада
2372913,EXECUTED,2021-12-23T05:49:35Z,29756,Euro,EUR,Mastercard 2962471103747210,Mastercard 8006836243194434,Перевод с карты на карту
4288910,EXECUTED,2020-01-22T23:32:19Z,17427,Dollar,USD,Discover 6357710409200211,Discover 7853440366492448,Перевод с карты на карту
3905902,EXECUTED,2023-10-19T04:49:15Z,14851,Yuan Renminbi,CNY,Mastercard 1389144549734760,Visa 0622153483708283,Перевод с карты на карту
3802489,EXECUTED,2023-06-11T08:38:41Z,21486,Kuna,HRK,Visa 7722613807556977,Discover 0419279908718259,Перевод с карты на карту
5241258,EXECUTED,2020-04-10T14:15:23Z,18901,Peso,PHP,Mastercard 7835867325654631,American Express 0263122731060414,Перевод с карты на карту
932069,EXECUTED,2021-02-14T01:24:27Z,33842,Dirham,MAD,Visa 6338892083719095,Discover 2097678340200439,Перевод с карты на карту
4372369,EXECUTED,2022-01-09T13:00:35Z,27054,Won,KRW,null,Счет 99981146477220272211,Открытие вклада
3557278,EXECUTED,2022-10-29T11:04:18Z,27107,Yuan Renminbi,CNY,Mastercard 7066377810350699,Discover 8834717800191373,Перевод с карты на карту
1640248,CANCELED,2021-04-24T09:12:18Z,20096,Yuan Renminbi,CNY,Счет 77459660583522546848,Счет 52538532882036368465,Перевод со счета на счет
3466477,EXECUTED,2020-07-17T07:53:58Z,14751,Rupiah,IDR,null,Счет 11263001250909315476,Открытие вклада
2090119,CANCELED,2022-06-13T07:18:04Z,11923,Zloty,PLN,American Express 7233096254302821,Visa 6641376791467180,Перевод с карты на карту
552769,PENDING,2020-01-02T01:26:47Z,26325,Krona,SEK,Discover 5367334867736788,Visa 3673180759636903,Перевод с карты на карту
4602358,EXECUTED,2023-01-05T05:12:20Z,11538,Peso,PHP,Visa 7979998533005962,American Express 6467723373556273,Перевод с карты на карту
458944,CANCELED,2020-04-07T18:13:33Z,16648,Dinar,IQD,American Express 5433716431161557,Счет 17804206516630702474,Перевод организации
2343100,EXECUTED,2020-03-18T02:25:33Z,29859,Dinar,RSD,American Express 0001582014663571,Счет 47130101453512537161,Перевод организации
2195935,EXECUTED,2020-05-10T08:19:35Z,29722,Ruble,RUB,Visa 7657178713716531,Mastercard 5442625865778510,Перевод с карты на карту
1186662,EXECUTED,2023-04-26T18:41:38Z,20851,Yuan Renminbi,CNY,null,Счет 24959113964401211024,Открытие вклада
3323241,EXECUTED,2022-03-24T11:13:12Z,16344,Quetzal,GTQ,Счет 14840445076358976699,Счет 81787719736196028511,Перевод со счета на счет
2086410,EXECUTED,2020-03-07T10:20:49Z,30407,Dollar,USD,American Express 2430550940249883,Discover 4073868448421578,Перевод с карты на карту
1719740,EXECUTED,2022-11-01T02:35:33Z,14657,Euro,EUR,Discover 8059091120978858,Discover 3178468384166806,Перевод с карты на карту
2528921,EXECUTED,2020-04-06T22:04:31Z,33699,Balboa,PAB,Discover 7657609003064147,Visa 9077385031674512,Перевод с карты на карту
1550748,EXECUTED,2020-12-20T10:14:22Z,19306,Koruna,CZK,null,Счет 49010837140620856640,Открытие вклада
1245114,CANCELED,2020-08-10T01:33:39Z,30746,Peso,PHP,American Express 7340522625561382,Discover 5823271504082258,Перевод с карты на карту
1791608,CANCELED,2021-09-08T21:54:50Z,15359,Euro,EUR,null,Счет 71399560945195372702,Открытие вклада
1704928,CANCELED,2020-04-05T09:29:38Z,11098,Real,BRL,Счет 97691497364996298588,Счет 24094403658821176005,Перевод со счета на счет
5498000,EXECUTED,2021-05-27T01:12:30Z,17124,Marka,BAM,null,Счет 40145527411284575160,Открытие вклада
3254346,EXECUTED,2022-05-10T15:06:31Z,13771,Litas,LTL,Discover 8020274399250564,Счет 02758420057800026510,Перевод организации
2922262,EXECUTED,2022-04-23T23:00:09Z,27433,Yuan Renminbi,CNY,Visa 5488728885763190,Счет 87170037147073147269,Перевод организации
4924156,EXECUTED,2023-08-06T11:33:32Z,33126,Denar,MKD,Discover 2339380742597632,Visa 2088677133569433,Перевод с карты на карту
3540021,CANCELED,2023-08-28T15:29:28Z,22006,Dong,VND,Mastercard 7487798860102050,Discover 4423630875275675,Перевод с карты на карту
4652239,EXECUTED,2022-12-18T17:00:08Z,20189,Dollar,USD,Discover 2032550149240407,Mastercard 2809850448261413,Перевод с карты на карту
3394763,PENDING,2023-07-10T09:48:18Z,31406,Yen,JPY,Discover 0769625831234066,Счет 89698444160396708996,Перевод организации
979422,EXECUTED,2020-11-20T13:39:38Z,16251,Shilling,TZS,Счет 46521228493651494017,Счет 09144849759359943547,Перевод со счета на счет
3830511,CANCELED,2021-02-05T12:09:44Z,26412,Dollar,USD,American Express 6641970848513913,Discover 8592554087973711,Перевод с карты на карту
2758596,EXECUTED,2020-06-13T23:25:06Z,31924,Lempira,HNL,Счет 68978928590306954950,Счет 27561169743799850218,Перевод со счета на счет
2322602,EXECUTED,2022-12-13T23:56:06Z,13162,Baht,THB,American Express 8315367292137553,Visa 5029386422397300,Перевод с карты на карту
4053607,EXECUTED,2021-05-16T22:32:10Z,30161,Won,KRW,Discover 3921787690085936,Visa 6327765659778676,Перевод с карты на карту
4653425,EXECUTED,2020-03-10T07:48:21Z,22131,Ruble,RUB,null,Счет 58936710508356884628,Открытие вклада
54964,EXECUTED,2021-12-10T18:57:40Z,22004,Lev,BGN,Mastercard 8319949688821984,Счет 75343891571160401295,Перевод организации
671684,PENDING,2022-06-13T02:46:42Z,27114,Dollar,BSD,Discover 9737807541197254,Discover 0342605798844488,Перевод с карты на карту
1530853,EXECUTED,2023-03-25T02:49:04Z,16225,Ruble,RUB,Visa 3723527446109611,American Express 4201111974501655,Перевод с карты на карту
4046342,EXECUTED,2021-05-30T21:24:58Z,30809,Shilling,KES,null,Счет 31757737111676188174,Открытие вклада
4868743,EXECUTED,2023-06-02T17:38:49Z,25466,Franc,XAF,Discover 2291933346309832,Discover 0007270646235480,Перевод с карты на карту
3801652,EXECUTED,2020-10-26T06:44:26Z,18631,Yen,JPY,Discover 3352302313813914,Discover 6039705280196064,Перевод с карты на карту
1266540,CANCELED,2021-01-16T07:04:37Z,23425,Krona,SEK,Discover 7609280748367597,Mastercard 3235903132271088,Перевод с карты на карту
3564308,EXECUTED,2021-06-16T05:57:59Z,25597,Real,BRL,Discover 1882531866695504,Счет 24530348457345266291,Перевод организации
4174847,PENDING,2020-11-03T14:32:33Z,15196,Dong,VND,Mastercard 2491943868249693,Discover 7077798977965820,Перевод с карты на карту
1358991,EXECUTED,2022-11-13T17:23:42Z,14452,Real,BRL,Discover 1890046118897112,Visa 9110921278168459,Перевод с карты на карту
3684712,PENDING,2022-08-11T10:02:03Z,13555,Yuan Renminbi,CNY,American Express 3187719566240886,American Express 4694809375452950,Перевод с карты на карту
2775790,EXECUTED,2023-07-13T20:41:51Z,23631,Euro,EUR,Mastercard 3370350683899060,American Express 2476281211960798,Перевод с карты на карту
483191,CANCELED,2020-03-18T22:00:33Z,28335,Franc,CDF,Visa 7846435045835047,Visa 1765434509166157,Перевод с карты на карту
1590257,EXECUTED,2020-08-23T16:50:02Z,18125,Sol,PEN,Discover 5020024016629777,Счет 42664874246663137228,Перевод организации
4321278,EXECUTED,2020-02-17T07:54:35Z,22591,Rupiah,IDR,Mastercard 5905157222782716,American Express 7089979630546906,Перевод с карты на карту
669986,EXECUTED,2021-02-09T12:29:24Z,31203,Peso,ARS,Discover 6609487226994255,Visa 6305863757362411,Перевод с карты на карту
3814820,EXECUTED,2023-08-28T09:59:42Z,28013,Yuan Renminbi,CNY,Mastercard 4234000441650576,Discover 3933903042666138,Перевод с карты на карту
5512660,EXECUTED,2023-07-17T00:37:52Z,21630,Yuan Renminbi,CNY,null,Счет 48304319882799433995,Открытие вклада
4764613,EXECUTED,2023-06-02T00:44:00Z,16959,Kuna,HRK,American Express 5113924719239020,Visa 0627655376765476,Перевод с карты на карту
2684913,EXECUTED,2020-02-21T04:16:52Z,11082,Peso,PHP,Discover 0098601984618494,Счет 51471076874228770489,Перевод организации
3289667,EXECUTED,2022-04-23T04:33:55Z,26455,Peso,ARS,Счет 19086873684048615734,Счет 27514188033181070743,Перевод со счета на счет
1392577,EXECUTED,2020-07-18T06:22:59Z,22984,Hryvnia,UAH,Visa 1382079771511686,Visa 7451706409749862,Перевод с карты на карту
4151319,CANCELED,2022-09-29T23:26:19Z,18632,Pound,SYP,Mastercard 7126748663400920,Discover 3711265561152876,Перевод с карты на карту
70456,EXECUTED,2022-11-02T06:16:26Z,33555,Rupiah,IDR,Mastercard 3492322065367002,Discover 1726772400544696,Перевод с карты на карту
5078313,EXECUTED,2022-07-19T15:50:06Z,17340,Marka,BAM,Счет 34485318400658005662,Счет 98941396862837805086,Перевод со счета на счет
4748095,EXECUTED,2021-09-19T10:25:05Z,16564,Yen,JPY,Mastercard 1124084936973048,Discover 9601299687986348,Перевод с карты на карту
836624,EXECUTED,2021-09-14T13:57:40Z,29137,Rupiah,IDR,Visa 3930407493134701,Mastercard 1078610629376324,Перевод с карты на карту
1879427,EXECUTED,2021-05-15T10:38:25Z,27278,Yuan Renminbi,CNY,American Express 4414746205922787,Счет 63197597432207846649,Перевод организации
506069,EXECUTED,2022-05-17T08:15:20Z,24700,Rupiah,IDR,American Express 9096782518164587,Visa 1510222054531082,Перевод с карты на карту
3944280,EXECUTED,2021-01-16T20:08:51Z,19585,Kuna,HRK,American Express 3762157291217241,Mastercard 5012118975998108,Перевод с карты на карту
4864986,EXECUTED,2021-12-31T05:42:43Z,23443,Shilling,TZS,null,Счет 69168538284565863078,Открытие вклада
2176860,EXECUTED,2022-06-20T21:17:01Z,20308,Yuan Renminbi,CNY,Discover 0153927190818970,Mastercard 3624186902340150,Перевод с карты на карту
3724901,PENDING,2021-05-29T19:53:57Z,33410,Rupiah,IDR,American Express 0208810830776920,Mastercard 4495966967290894,Перевод с карты на карту
756717,EXECUTED,2021-04-13T16:52:20Z,24061,Lek,ALL,Mastercard 3767462721428983,Счет 08305981361546630534,Перевод организации
1864822,EXECUTED,2020-04-06T17:36:04Z,28676,Lev,BGN,Счет 34646320890722856821,Счет 53152097374271262585,Перевод со счета на счет
5305401,CANCELED,2023-11-09T22:09:50Z,31501,Peso,PHP,American Express 7446594163242457,Discover 7331634528411583,Перевод с карты на карту
1999804,PENDING,2023-10-28T11:17:31Z,34455,Hryvnia,UAH,Счет 42109207415591580635,Счет 74058089109726743250,Перевод со счета на счет
1976993,PENDING,2021-10-07T19:24:50Z,14950,Pound,SYP,Discover 5138829471442482,Счет 86520143612658802382,Перевод организации
5078149,EXECUTED,2022-05-09T20:41:50Z,32935,Peso,PHP,null,Счет 56639415357930291265,Открытие вклада
1560456,PENDING,2023-07-08T15:38:24Z,15726,Rupiah,IDR,Visa 1576854615043358,Счет 55484214540765770320,Перевод организации
